id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety
2638-P,32,1495.7059404328465,BJQTI,New York,New York,France,Local Pumpkin Festival,1947 G,1573 L,406,1394,7,Lumina
2100-P,13,1489.6697924882174,OZUWJ,Paris,New York,USA,Local Pumpkin Festival,1622 P,1723 E,396,1272,17,Jarrahdale
2246-P,59,1494.3335868520662,KFJKB,Nottingham,Florida,Australia,National Pumpkin Festival,1135 D,1803 S,408,1425,5,Lumina
2693-P,40,1487.9338296772912,CDVYB,Chicago,Texas,China,Regional Pumpkin Festival,1344 E,1900 E,426,1538,-5,Long Island Cheese
2647-P,71,1489.4518964048475,QPULG,Los Angeles,California,France,Regional Pumpkin Festival,1172 K,1222 B,420,1507,1,Lumina
2137-P,61,1477.1876645470038,CMQIA,Los Angeles,Texas,UK,National Pumpkin Festival,1325 W,1992 O,406,1422,5,Jarrahdale
2579-P,4,1481.372403152287,TIACI,New York,Texas,Mexico,Regional Pumpkin Festival,1137 I,1718 T,405,1402,9,Long Island Cheese
2032-P,9,1474.1208237828687,SKWMT,New York,New York,China,Regional Pumpkin Festival,1890 C,1316 M,413,1479,-4,Jarrahdale
2274-P,18,1472.846840579994,IHQLL,Houston,Texas,USA,Regional Pumpkin Festival,1324 J,1219 M,425,1589,-11,Lumina
2165-P,2,1479.6101908134297,DGIQV,Los Angeles,California,UK,National Pumpkin Festival,1981 U,1600 Q,419,1510,1,Long Island Cheese
2371-P,47,1477.3047255175188,TSCBC,Nottingham,New York,Australia,National Pumpkin Festival,1732 E,1008 T,405,1433,8,Knucklehead
2184-P,100,1475.0524169662967,CWDSF,Los Angeles,Texas,France,National Pumpkin Festival,1820 L,1335 C,416,1497,-1,Lumina
2921-P,21,1481.3666777523235,MGDUX,New York,California,UK,Local Pumpkin Festival,1381 E,1696 E,416,1454,5,Long Island Cheese
2236-P,37,1480.2472711335868,UBKPN,Paris,California,Mexico,Regional Pumpkin Festival,1200 O,1804 G,416,1513,-8,Jarrahdale
2703-P,31,1464.5342790698633,IJEHQ,Paris,New York,Australia,Regional Pumpkin Festival,1950 M,1487 J,407,1403,1,Knucklehead
2390-P,52,1466.1952067157254,WGNXB,Houston,California,USA,Local Pumpkin Festival,1109 X,1808 G,413,1466,5,Knucklehead
2697-P,69,1451.651931932196,PFASG,Chicago,Texas,Canada,Local Pumpkin Festival,1214 Q,1113 T,390,1265,20,Knucklehead
2064-P,60,1463.997151741758,XMSEC,Houston,Florida,China,Local Pumpkin Festival,1690 N,1198 K,413,1446,0,Jarrahdale
2520-P,57,1448.3932998692617,MDOBB,Houston,Florida,Mexico,Regional Pumpkin Festival,1195 R,1332 R,393,1338,4,Long Island Cheese
2240-P,97,1458.8599361609668,YIMGA,Nottingham,New York,Australia,National Pumpkin Festival,1079 U,1528 A,406,1392,7,Long Island Cheese
2616-P,22,1455.2960795443505,NAOZP,Paris,Florida,China,National Pumpkin Festival,1769 M,1647 G,399,1368,11,Jarrahdale
2196-P,51,1442.5353964893147,NPBUV,Chicago,Texas,France,Local Pumpkin Festival,1840 G,1482 M,414,1480,-3,Lumina
2945-P,40,1440.6579425493255,ATTLQ,Chicago,Florida,USA,National Pumpkin Festival,1167 S,1108 L,408,1433,-2,Jarrahdale
2639-P,65,1444.6337982676923,DTUWF,Paris,California,Canada,Regional Pumpkin Festival,1962 A,1614 Z,391,1316,10,Jarrahdale
2709-P,71,1449.8904583482072,YMJER,Nottingham,Florida,Mexico,Regional Pumpkin Festival,1499 C,1591 O,422,1547,-5,Jarrahdale
2828-P,25,1444.9406969547272,AVYSY,Paris,New York,China,National Pumpkin Festival,1307 Q,1193 J,384,1198,24,Lumina
2862-P,2,1447.119055534713,TOQFR,Nottingham,Texas,Mexico,Regional Pumpkin Festival,1708 X,1712 L,378,1198,17,Lumina
2999-P,48,1441.4076279055328,RPVZJ,Houston,Florida,Australia,National Pumpkin Festival,1138 U,1618 K,406,1429,2,Knucklehead
2170-P,92,1439.1707966243848,LTJWD,Paris,Texas,China,National Pumpkin Festival,1329 N,1654 G,380,1166,24,Long Island Cheese
2489-P,31,1438.3973169066012,SAIBI,Chicago,New York,Australia,Local Pumpkin Festival,1529 X,1602 A,436,1692,-17,Knucklehead
2547-P,98,1429.8777555450797,NULXH,Paris,Florida,Australia,National Pumpkin Festival,1210 D,1125 K,398,1288,12,Knucklehead
2333-P,47,1418.2797895632684,JUVJO,New York,New York,Australia,Regional Pumpkin Festival,1474 W,1729 W,400,1373,9,Long Island Cheese
2072-P,47,1420.2081429734826,CDIKK,New York,Texas,China,National Pumpkin Festival,1117 Q,1667 I,403,1340,5,Jarrahdale
2194-P,11,1433.937305223383,SUBDQ,New York,Texas,France,National Pumpkin Festival,1799 K,1409 T,397,1352,3,Lumina
2899-P,4,1419.8552438858896,USPWR,Nottingham,Texas,Mexico,Local Pumpkin Festival,1462 D,1998 B,384,1247,11,Lumina
2203-P,65,1409.015532067977,TTXUX,Nottingham,New York,China,Regional Pumpkin Festival,1079 K,1254 H,392,1257,16,Jarrahdale
2561-P,74,1408.1391106406227,HFLLZ,Los Angeles,California,China,National Pumpkin Festival,1861 D,1500 O,390,1272,10,Long Island Cheese
2144-P,23,1406.921444251202,TMXUW,Los Angeles,California,Mexico,Regional Pumpkin Festival,1527 K,1414 O,411,1421,3,Knucklehead
2687-P,2,1410.4354123994708,EVEQK,Nottingham,California,Mexico,Regional Pumpkin Festival,1020 J,1563 X,390,1311,11,Long Island Cheese
2675-P,36,1412.3497232543305,OESQP,Paris,Texas,Mexico,Local Pumpkin Festival,1641 R,1402 C,401,1352,7,Lumina
2677-P,15,1407.2753411615267,ACUMP,New York,Florida,UK,Local Pumpkin Festival,1505 B,1886 D,409,1412,-3,Knucklehead
2736-P,90,1402.6623511919752,JGMIJ,Houston,New York,Mexico,National Pumpkin Festival,1591 M,1328 L,397,1369,2,Jarrahdale
2972-P,34,1397.7194765126333,FQGTB,Los Angeles,New York,Canada,National Pumpkin Festival,1755 W,1654 R,401,1351,8,Long Island Cheese
2769-P,84,1383.8952024448663,SWZCJ,Paris,Texas,UK,Local Pumpkin Festival,1814 M,1440 L,400,1395,1,Long Island Cheese
2116-P,35,1400.7049145512283,BYJBN,Los Angeles,California,China,Local Pumpkin Festival,1179 W,1221 P,394,1262,8,Lumina
2897-P,25,1381.2003675615415,JTXTD,New York,New York,Australia,National Pumpkin Festival,1776 T,1741 R,386,1250,7,Long Island Cheese
2087-P,36,1378.1953458143398,MTJKH,Chicago,New York,China,National Pumpkin Festival,1178 I,1559 P,390,1298,11,Long Island Cheese
2758-P,15,1382.6349331326783,LUSYO,Nottingham,Florida,Mexico,Regional Pumpkin Festival,1017 U,1279 O,414,1487,-5,Long Island Cheese
2070-P,14,1376.1532784067094,LRMCD,New York,Texas,China,National Pumpkin Festival,1585 O,1440 Z,399,1360,5,Lumina
2777-P,31,1392.0843707527965,ZIOEJ,Nottingham,California,UK,Local Pumpkin Festival,1052 Q,1071 J,388,1289,6,Long Island Cheese
2613-P,93,1388.1832874976099,FWOZU,Nottingham,Florida,Australia,National Pumpkin Festival,1990 P,1603 M,407,1450,0,Long Island Cheese
2813-P,33,1390.0592013916,DNXWU,Chicago,New York,Canada,Regional Pumpkin Festival,1951 D,1834 Q,388,1268,14,Lumina
2530-P,40,1381.4140082653612,DBPTC,Los Angeles,Florida,Australia,Regional Pumpkin Festival,1329 Z,1870 K,410,1403,-1,Long Island Cheese
2046-P,21,1377.6735293520615,YLHPG,Los Angeles,California,Mexico,Local Pumpkin Festival,1227 O,1367 Q,391,1308,5,Long Island Cheese
2672-P,28,1377.6744630904868,JNEKH,Los Angeles,Texas,Australia,Local Pumpkin Festival,1039 W,1299 P,388,1244,11,Jarrahdale
2393-P,68,1383.0574713852257,HHEFJ,Paris,California,Mexico,Local Pumpkin Festival,1077 T,1121 T,369,1127,23,Lumina
2577-P,65,1367.232921672985,CKTOU,Paris,New York,UK,Local Pumpkin Festival,1944 D,1889 R,391,1251,13,Lumina
2756-P,31,1348.2689114892855,QDFHW,New York,Texas,China,Local Pumpkin Festival,1382 N,1335 O,376,1162,18,Lumina
2814-P,48,1360.275340362452,JFSSV,Paris,Texas,France,Local Pumpkin Festival,1945 Z,1533 B,394,1341,1,Lumina
2650-P,17,1350.6125507904217,TKKNQ,Paris,New York,France,Regional Pumpkin Festival,1024 V,1815 T,405,1437,-5,Long Island Cheese
2729-P,19,1357.3257714174688,NTWDN,Chicago,Texas,Australia,Local Pumpkin Festival,1163 Q,1788 T,379,1143,15,Knucklehead
2061-P,26,1351.1955308821052,HVSJX,Chicago,New York,Mexico,Local Pumpkin Festival,1755 P,1350 A,388,1286,3,Long Island Cheese
2003-P,83,1346.8924922514707,GUKZU,Paris,Texas,Mexico,Local Pumpkin Festival,1906 I,1950 K,393,1312,3,Jarrahdale
2824-P,83,1356.5956206554547,CZABH,Chicago,California,Australia,Regional Pumpkin Festival,1463 W,1359 T,392,1255,5,Knucklehead
2015-P,60,1348.121659838222,SYLPP,New York,Florida,Canada,Local Pumpkin Festival,1222 K,1978 F,399,1299,9,Jarrahdale
2628-P,35,1351.272940482013,MDCKK,New York,California,France,Local Pumpkin Festival,1462 G,1370 T,388,1216,12,Long Island Cheese
2773-P,46,1339.3750636372715,TFWEI,New York,California,France,National Pumpkin Festival,1684 K,1854 A,405,1416,-3,Jarrahdale
2470-P,79,1340.2709399694577,IBNGQ,Paris,California,Australia,National Pumpkin Festival,1348 C,1916 N,387,1273,9,Jarrahdale
2966-P,100,1336.1833631172776,DHLXS,Nottingham,New York,USA,Regional Pumpkin Festival,1340 T,1091 H,400,1362,-1,Long Island Cheese
2527-P,18,1322.2302608266473,KHAOZ,New York,California,UK,National Pumpkin Festival,1271 G,1395 H,406,1389,0,Knucklehead
2610-P,28,1334.6413824567571,LWTLZ,Los Angeles,California,Mexico,Local Pumpkin Festival,1322 G,1005 T,396,1300,6,Knucklehead
2855-P,89,1319.472937005572,MCOJE,Nottingham,New York,UK,Local Pumpkin Festival,1767 F,1432 N,381,1217,9,Jarrahdale
2651-P,3,1316.7596872057766,MAITA,Chicago,Florida,China,Local Pumpkin Festival,1570 G,1706 Q,392,1268,0,Knucklehead
2899-P,27,1326.6610236391425,OXSJG,Chicago,Florida,Australia,Local Pumpkin Festival,1414 Y,1034 P,390,1265,5,Jarrahdale
2634-P,59,1317.342994405888,LHWNZ,Houston,Texas,Australia,Local Pumpkin Festival,1638 N,1402 E,403,1380,-6,Long Island Cheese
2540-P,8,1310.8246644018218,PBSMB,Houston,Texas,Australia,Local Pumpkin Festival,1053 P,1441 G,396,1283,8,Lumina
2815-P,71,1320.0771430522204,SDDUA,Nottingham,Florida,China,Regional Pumpkin Festival,1812 U,1167 Z,381,1231,6,Lumina
2484-P,39,1309.4290260197595,QKJKL,Nottingham,California,China,Local Pumpkin Festival,1508 W,1691 G,387,1270,6,Jarrahdale
2521-P,42,1325.535241805017,MVUIH,Paris,Texas,China,National Pumpkin Festival,1387 B,1499 O,393,1286,4,Knucklehead
2823-P,65,1325.3742938609794,OJARQ,Chicago,Texas,Australia,National Pumpkin Festival,1676 X,1143 V,383,1226,7,Knucklehead
2902-P,29,1322.9891209937632,LACKB,Los Angeles,New York,Mexico,Local Pumpkin Festival,1448 H,1748 D,382,1156,19,Long Island Cheese
2319-P,60,1318.6698426641524,GXZYO,Houston,Texas,China,Regional Pumpkin Festival,1489 E,1358 Q,382,1208,8,Long Island Cheese
2539-P,10,1322.0440209489316,ARIYT,Houston,Texas,UK,Regional Pumpkin Festival,1555 W,1695 H,374,1171,9,Lumina
2184-P,53,1311.365502889268,WZTMM,Paris,California,Australia,National Pumpkin Festival,1249 N,1655 M,393,1268,0,Lumina
2602-P,24,1320.6269270638004,JAIGW,New York,Texas,UK,Local Pumpkin Festival,1685 N,1971 L,378,1143,10,Long Island Cheese
2625-P,24,1303.489561688155,PVZNO,Los Angeles,California,UK,Local Pumpkin Festival,1166 Z,1240 P,383,1229,2,Long Island Cheese
2264-P,16,1306.1352974483743,ZNJNB,New York,Texas,China,Local Pumpkin Festival,1127 J,1126 D,381,1215,9,Long Island Cheese
2138-P,19,1313.9894453985617,ZUPDN,New York,New York,Australia,Regional Pumpkin Festival,1815 Q,1734 X,402,1347,-3,Jarrahdale
2474-P,35,1313.2431803904474,YHCTC,Nottingham,Florida,China,Regional Pumpkin Festival,1490 G,1774 P,405,1363,-8,Long Island Cheese
2324-P,73,1310.6544110672548,NJSOQ,Los Angeles,New York,France,National Pumpkin Festival,1760 U,1107 Q,393,1257,8,Jarrahdale
2014-P,8,1301.2887068441137,BGJGW,Chicago,Florida,Canada,Local Pumpkin Festival,1983 T,1987 S,378,1173,14,Jarrahdale
2744-P,33,1308.8902013096958,FQPGZ,Nottingham,California,France,Regional Pumpkin Festival,1618 L,1560 F,394,1284,1,Lumina
2441-P,48,1306.4091747770085,FZAOA,Nottingham,Texas,China,Local Pumpkin Festival,1863 Y,1847 B,414,1478,-17,Long Island Cheese
2205-P,69,1289.7307889014482,DPEDE,Los Angeles,Florida,China,Regional Pumpkin Festival,1618 W,1643 D,374,1123,10,Jarrahdale
2441-P,21,1285.7303993795067,HJMWL,New York,California,China,Regional Pumpkin Festival,1400 C,1223 W,398,1296,0,Knucklehead
2518-P,64,1296.0350248953328,NTWMJ,Nottingham,Florida,Canada,Local Pumpkin Festival,1624 A,1926 U,382,1244,7,Knucklehead
2144-P,4,1285.792726336047,SFKJH,Los Angeles,Florida,Australia,National Pumpkin Festival,1887 Y,1200 I,384,1242,10,Long Island Cheese
2221-P,35,1298.1186562189832,WTBYF,Chicago,California,France,National Pumpkin Festival,1339 C,1363 X,375,1125,16,Jarrahdale
2108-P,75,1290.159627897665,JIZCZ,Chicago,Florida,Mexico,National Pumpkin Festival,1082 U,1086 M,386,1265,-1,Knucklehead
2763-P,61,1296.023799055256,BERGX,Chicago,Florida,Australia,National Pumpkin Festival,1663 L,1543 N,376,1195,7,Jarrahdale
2185-P,77,1279.8319027598948,KOXRX,Los Angeles,California,China,National Pumpkin Festival,1329 G,1533 P,376,1177,7,Knucklehead
2887-P,75,1279.4365642787889,KQWVF,Paris,New York,UK,Regional Pumpkin Festival,1936 A,1265 W,395,1330,2,Jarrahdale
2743-P,43,1296.6227851090953,IKATM,Paris,Florida,Mexico,National Pumpkin Festival,1941 K,1836 M,390,1274,6,Knucklehead
2460-P,30,1278.353694926016,RKUWD,New York,Texas,France,National Pumpkin Festival,1371 I,1231 A,387,1267,5,Jarrahdale
2008-P,21,1279.5334407249466,AYPXD,Houston,Florida,USA,National Pumpkin Festival,1498 W,1141 C,381,1241,3,Lumina
2865-P,71,1270.5384094594046,GZFFM,Nottingham,California,UK,National Pumpkin Festival,1796 Z,1223 Y,390,1297,-2,Long Island Cheese
2817-P,10,1269.0187483336776,ZAABG,Chicago,Florida,Australia,Regional Pumpkin Festival,1646 B,1073 U,384,1237,4,Long Island Cheese
2566-P,85,1271.1189580466598,UEJSB,Chicago,New York,Mexico,Local Pumpkin Festival,1919 P,1287 G,386,1212,7,Knucklehead
2812-P,98,1279.0225253980607,WFNMT,Los Angeles,Florida,UK,Regional Pumpkin Festival,1451 Z,1156 J,380,1159,11,Lumina
2348-P,1,1264.5427609572187,RJUDM,Chicago,New York,France,Regional Pumpkin Festival,1918 Q,1465 G,388,1226,-2,Knucklehead
2770-P,24,1264.1413274817169,MVLZA,New York,Texas,Mexico,National Pumpkin Festival,1864 D,1099 Q,400,1363,-12,Long Island Cheese
2011-P,9,1258.4130880879238,JNWYB,Chicago,Florida,France,Regional Pumpkin Festival,1054 M,1623 Q,378,1166,7,Knucklehead
2476-P,46,1274.05966103822,QZYYS,New York,Texas,USA,Regional Pumpkin Festival,1499 G,1154 K,372,1135,9,Knucklehead
2363-P,99,1271.6111248759553,TSJSZ,Nottingham,Florida,Canada,Local Pumpkin Festival,1277 F,1452 I,2,-4,0,Knucklehead
2507-P,30,1254.625815745443,PDITD,New York,Texas,France,Local Pumpkin Festival,1222 D,1754 X,369,1096,13,Jarrahdale
2192-P,36,1255.7013497222215,SWHAS,Nottingham,California,Australia,Local Pumpkin Festival,1761 W,1978 H,372,1154,11,Jarrahdale
2293-P,71,1262.551116893068,TGLYB,Paris,Florida,Canada,Regional Pumpkin Festival,1039 Q,1840 K,372,1145,11,Long Island Cheese
2293-P,85,1262.3249204363674,AXIEL,Paris,Florida,UK,Local Pumpkin Festival,1333 D,1118 L,393,1268,-5,Knucklehead
2623-P,13,1262.202656192705,LUSMB,Houston,California,China,Regional Pumpkin Festival,1818 A,1332 C,379,1133,9,Jarrahdale
2956-P,39,1257.4762933598831,SOXVR,New York,Florida,UK,Regional Pumpkin Festival,1440 Z,1252 R,399,1325,-5,Jarrahdale
2555-P,51,1256.6988471308723,CDPFY,Houston,Texas,Canada,Local Pumpkin Festival,1366 C,1303 W,380,1199,3,Knucklehead
2343-P,89,1256.5688001345843,IULEP,Los Angeles,Florida,China,Local Pumpkin Festival,1076 P,1043 P,385,1220,4,Lumina
2032-P,74,1255.0152040477842,SAUZV,New York,California,UK,National Pumpkin Festival,1949 U,1203 P,371,1142,7,Knucklehead
2856-P,75,1255.3395497994497,OZPDA,Chicago,Florida,UK,Local Pumpkin Festival,1196 F,1852 A,380,1214,3,Jarrahdale
2985-P,69,1256.4683278450743,IWIYX,Paris,New York,Canada,National Pumpkin Festival,1483 V,1550 Y,395,1331,-10,Long Island Cheese
2564-P,76,1243.5290912818164,RFRAR,Paris,California,Canada,Local Pumpkin Festival,1008 E,1120 E,373,1092,17,Jarrahdale
2438-P,12,1240.536372948438,CBAJB,Chicago,New York,Canada,Regional Pumpkin Festival,1079 H,1801 T,390,1240,-5,Knucklehead
2012-P,49,1243.1426226263866,NPISH,Chicago,California,Australia,Regional Pumpkin Festival,1722 G,1573 K,381,1198,8,Lumina
2940-P,41,1231.4796090703458,LKIVT,Los Angeles,New York,France,National Pumpkin Festival,1448 H,1593 W,386,1228,6,Long Island Cheese
2897-P,96,1229.080953010358,BXQEH,Paris,New York,Mexico,National Pumpkin Festival,1661 F,1598 J,396,1335,-7,Lumina
2109-P,8,1226.5702376095578,BVMVM,Nottingham,Florida,Canada,Regional Pumpkin Festival,1195 V,1911 V,409,1404,-9,Long Island Cheese
2013-P,88,1236.6433200336992,ZDZLW,Houston,New York,Canada,Regional Pumpkin Festival,1672 G,1986 R,394,1270,2,Long Island Cheese
2255-P,65,1237.2936446173117,TCKST,New York,Florida,Canada,National Pumpkin Festival,1579 N,1536 T,395,1347,-6,Long Island Cheese
2596-P,52,1230.9590575546026,QRNOZ,Paris,Texas,Australia,National Pumpkin Festival,1911 W,1033 V,407,1373,-14,Long Island Cheese
2690-P,33,1231.1824903581291,EQBPV,New York,New York,China,Local Pumpkin Festival,1544 H,1242 J,376,1134,9,Jarrahdale
2317-P,21,1226.4583252193406,WPPFH,Chicago,Florida,China,National Pumpkin Festival,1532 T,1523 D,373,1149,6,Jarrahdale
2299-P,96,1217.1101529384032,OMKJS,Houston,California,UK,National Pumpkin Festival,1439 H,1776 P,378,1186,7,Long Island Cheese
2495-P,13,1216.714765967615,BSWKV,Houston,Florida,Mexico,Local Pumpkin Festival,1185 K,1786 L,374,1131,6,Jarrahdale
2883-P,69,1227.5426656641066,CCKKK,Houston,Florida,Australia,National Pumpkin Festival,1216 I,1000 U,383,1211,-1,Knucklehead
2674-P,51,1219.8452054195106,KMYKC,Houston,California,Canada,Regional Pumpkin Festival,1364 C,1475 I,380,1181,2,Jarrahdale
2953-P,44,1216.4408811016008,YQTXJ,Los Angeles,Texas,UK,Local Pumpkin Festival,1175 Y,1518 Q,392,1308,-8,Lumina
2274-P,50,1218.8608306637034,RJLAV,Nottingham,Florida,Australia,National Pumpkin Festival,1656 Z,1220 K,373,1103,12,Jarrahdale
2767-P,95,1226.5413120556623,ICZMK,Nottingham,Florida,China,Local Pumpkin Festival,1427 E,1487 B,371,1143,9,Lumina
2204-P,55,1218.813196144998,OUSZU,Houston,Florida,Canada,Regional Pumpkin Festival,1286 X,1685 F,375,1111,12,Jarrahdale
2488-P,43,1207.3786369256675,GLEAD,Los Angeles,New York,Australia,Regional Pumpkin Festival,1351 C,1768 Z,399,1324,-4,Long Island Cheese
2624-P,61,1208.878028601408,QDTTW,New York,California,USA,Regional Pumpkin Festival,1605 U,1686 H,375,1178,1,Lumina
2739-P,58,1207.945236461237,MGFBE,Houston,California,USA,Local Pumpkin Festival,1738 O,1613 I,385,1272,-6,Lumina
2169-P,8,1219.3342193616554,DEZOW,Nottingham,California,Australia,National Pumpkin Festival,1735 R,1200 H,379,1217,-4,Knucklehead
2007-P,21,1209.2411801554263,ORBPE,New York,California,UK,Regional Pumpkin Festival,1308 O,1618 H,364,1095,8,Lumina
2769-P,53,1218.498631451279,MDBJP,Chicago,Florida,Canada,National Pumpkin Festival,1788 N,1116 N,369,1089,11,Jarrahdale
2018-P,61,1202.5389297250658,EQRDE,Paris,New York,France,Regional Pumpkin Festival,1957 I,1505 C,378,1150,10,Lumina
2712-P,64,1214.3751638522372,PGUBT,Nottingham,Texas,UK,National Pumpkin Festival,1976 L,1835 X,370,1139,2,Jarrahdale
