id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety
2347-P,41,1382.235476223752,LNBBF,Nottingham,California,China,National Pumpkin Festival,1900 W,1936 L,391,1300,1,Naples Long
2183-P,86,1374.2443752912804,DEWBN,Houston,Florida,France,Local Pumpkin Festival,1292 R,1663 V,387,1245,13,Long Pie
2170-P,77,1370.921970677562,XFMNP,Houston,Florida,France,Regional Pumpkin Festival,1265 V,1753 B,375,1130,22,Sugar Pie
2223-P,95,1371.3127299584448,AMCQA,Nottingham,New York,USA,Regional Pumpkin Festival,1315 S,1593 C,388,1258,4,Sugar Pie
2916-P,94,1362.2922686068341,XYHQJ,Los Angeles,California,Mexico,Local Pumpkin Festival,1181 A,1879 J,377,1159,13,Naples Long
2253-P,61,1358.1387818213552,ZGJSF,Nottingham,Texas,Australia,National Pumpkin Festival,1737 B,1706 P,401,1341,-2,Yuxijiangbinggua
2395-P,65,1365.4444179944694,YCJPB,Houston,California,Mexico,Local Pumpkin Festival,1370 K,1701 J,414,1435,-10,Sugar Pie
2048-P,63,1352.1174039263278,TNXKR,Houston,California,Mexico,Regional Pumpkin Festival,1616 V,1073 P,374,1134,22,Yuxijiangbinggua
2160-P,2,1362.6301251770929,QEUVH,Los Angeles,Florida,USA,Local Pumpkin Festival,1833 I,1586 N,392,1290,6,Long Pie
2208-P,6,1356.2398886047304,DIYNU,Paris,New York,Australia,National Pumpkin Festival,1380 Z,1028 I,391,1308,5,Yuxijiangbinggua
2775-P,18,1349.3165188217536,OPZYS,New York,Florida,USA,Local Pumpkin Festival,1622 O,1346 P,389,1256,12,Sugar Pie
2017-P,34,1356.0204131795094,FWNHQ,Los Angeles,Florida,Canada,Local Pumpkin Festival,1444 H,1744 J,389,1305,-1,Naples Long
2627-P,98,1342.4271395988762,HEHZR,Paris,Florida,China,National Pumpkin Festival,1710 P,1844 R,386,1217,13,Long Pie
2874-P,98,1343.5544241312891,UJFLR,New York,New York,Australia,Regional Pumpkin Festival,1843 I,1598 L,406,1412,-10,Sugar Pie
2386-P,66,1341.0993627058342,JTLRQ,Los Angeles,New York,UK,Regional Pumpkin Festival,1946 D,1442 F,388,1275,10,Sugar Pie
2637-P,50,1323.4602514579892,BEZOW,Nottingham,Texas,Canada,Local Pumpkin Festival,1858 W,1830 L,397,1362,-5,Naples Long
2727-P,54,1326.7893466660753,WWGNP,Chicago,Texas,UK,Regional Pumpkin Festival,1789 Y,1719 J,401,1384,0,Long Pie
2548-P,50,1318.30995448865,ZOQOG,Nottingham,Texas,China,National Pumpkin Festival,1386 H,1503 I,395,1305,6,Naples Long
2710-P,91,1327.9242562260479,IQQEV,New York,Texas,China,Local Pumpkin Festival,1567 U,1782 U,386,1225,9,Sugar Pie
2684-P,81,1323.4677158715203,PUEHN,New York,Texas,China,Local Pumpkin Festival,1799 D,1801 G,393,1271,7,Long Pie
2528-P,75,1321.334400774911,ZALHW,Paris,California,Canada,National Pumpkin Festival,1049 S,1927 A,394,1270,3,Naples Long
2391-P,13,1318.175042883493,SZYFD,Chicago,Florida,UK,Local Pumpkin Festival,1228 B,1946 L,406,1385,-3,Long Pie
2936-P,99,1322.9300402281806,BLTQO,Chicago,Texas,USA,Regional Pumpkin Festival,1777 F,1740 O,396,1275,0,Sugar Pie
2934-P,90,1315.9308873550967,FZMZA,Nottingham,Texas,Mexico,Local Pumpkin Festival,1013 D,1173 D,387,1229,5,Naples Long
2621-P,53,1313.9636078681797,OEOTN,Los Angeles,New York,China,National Pumpkin Festival,1916 Q,1559 I,390,1270,9,Sugar Pie
2652-P,90,1315.6113295042887,FPTAI,Los Angeles,New York,UK,Local Pumpkin Festival,1863 W,1161 T,398,1287,0,Long Pie
2830-P,75,1324.7809741254896,FDSXJ,Houston,Florida,UK,National Pumpkin Festival,1209 T,1113 H,385,1233,9,Long Pie
2120-P,51,1323.6766314953566,CXVZP,Chicago,New York,China,National Pumpkin Festival,1562 G,1996 D,376,1161,9,Yuxijiangbinggua
2385-P,38,1316.2748717898503,ECPCQ,Nottingham,New York,Canada,Local Pumpkin Festival,1524 I,1522 U,384,1208,14,Yuxijiangbinggua
2111-P,23,1325.230774993077,TSVJY,Los Angeles,Florida,UK,National Pumpkin Festival,1450 Q,1901 M,381,1165,15,Sugar Pie
2653-P,54,1306.1326958034188,NDSHE,Paris,Texas,France,Local Pumpkin Festival,1314 U,1963 N,392,1273,-1,Yuxijiangbinggua
2744-P,2,1315.0590211795643,FODTF,Chicago,Texas,France,National Pumpkin Festival,1109 S,1848 U,372,1151,19,Sugar Pie
2586-P,10,1309.4357722504064,AHLLR,Houston,Texas,USA,Local Pumpkin Festival,1946 I,1066 J,388,1227,7,Naples Long
2033-P,43,1317.9366959007457,RSURA,New York,New York,Canada,Regional Pumpkin Festival,1334 G,1667 O,379,1212,5,Yuxijiangbinggua
2879-P,54,1311.273402244784,UOPDS,Chicago,Texas,Australia,Local Pumpkin Festival,1465 Y,1574 M,395,1349,-6,Yuxijiangbinggua
2393-P,96,1302.0222003506497,USPXY,Houston,Florida,Australia,Local Pumpkin Festival,1064 Z,1506 O,403,1369,-6,Long Pie
2391-P,14,1302.432179053314,DOECV,Paris,New York,Australia,Local Pumpkin Festival,1279 U,1463 Y,392,1266,7,Sugar Pie
2594-P,29,1295.8417490938677,RTAIW,Chicago,California,Canada,Regional Pumpkin Festival,1545 C,1881 W,383,1166,17,Long Pie
2587-P,75,1309.8181687155738,RHUUI,Los Angeles,California,Mexico,Local Pumpkin Festival,1088 O,1348 D,390,1287,0,Long Pie
2198-P,2,1303.2411708267405,MNMBO,Houston,New York,USA,National Pumpkin Festival,1084 V,1087 O,415,1483,-16,Long Pie
2764-P,38,1304.806508462876,IMCGK,Nottingham,New York,Canada,Regional Pumpkin Festival,1242 H,1009 C,375,1127,20,Naples Long
2876-P,12,1294.1763755138963,IHHIY,Nottingham,New York,UK,National Pumpkin Festival,1586 P,1061 R,391,1286,-5,Sugar Pie
2038-P,88,1285.0415789419785,LMGMF,Chicago,New York,UK,Local Pumpkin Festival,1524 L,1101 T,386,1241,9,Yuxijiangbinggua
2259-P,55,1288.8418365800753,AGIZL,Nottingham,New York,Mexico,National Pumpkin Festival,1872 D,1707 X,387,1241,3,Sugar Pie
2870-P,27,1297.2395879374817,ZNDXO,Chicago,Texas,UK,National Pumpkin Festival,1495 K,1623 N,378,1124,16,Sugar Pie
2796-P,70,1290.9470116486773,RJEJP,Chicago,California,Canada,Local Pumpkin Festival,1958 W,1375 Z,388,1257,-3,Naples Long
2195-P,96,1296.2953446712345,WRQAB,Paris,Florida,Canada,National Pumpkin Festival,1915 K,1857 I,378,1189,6,Sugar Pie
2599-P,49,1294.6838521052152,MTIDQ,Paris,New York,France,National Pumpkin Festival,1109 U,1253 A,383,1169,12,Sugar Pie
2479-P,51,1289.8897476783022,VSHBU,New York,New York,Canada,Local Pumpkin Festival,1848 U,1641 I,403,1337,-4,Naples Long
2950-P,12,1278.9361994368955,YRENX,Houston,California,USA,Regional Pumpkin Festival,1415 S,1039 O,391,1270,1,Yuxijiangbinggua
2727-P,78,1283.830671619624,NAOBI,Chicago,California,China,National Pumpkin Festival,1334 I,1600 D,387,1271,5,Long Pie
2005-P,8,1271.7995300870389,LTBVF,Los Angeles,Florida,UK,Regional Pumpkin Festival,1254 J,1986 Y,382,1239,0,Sugar Pie
2185-P,38,1286.303392983973,RSPVE,Houston,California,Canada,Regional Pumpkin Festival,1606 N,1958 U,394,1299,-3,Sugar Pie
2136-P,94,1272.46976257395,GWGCW,Houston,California,China,Regional Pumpkin Festival,1185 G,1092 O,391,1235,-2,Yuxijiangbinggua
2146-P,4,1275.1014722036198,LNPFJ,Chicago,Florida,UK,National Pumpkin Festival,1860 Z,1065 I,382,1207,5,Long Pie
2832-P,83,1268.1036317795515,WKIID,Chicago,Texas,Australia,Local Pumpkin Festival,1304 N,1404 O,375,1158,7,Naples Long
2272-P,33,1256.6311508055776,NQJVL,New York,California,Canada,Local Pumpkin Festival,1379 P,1127 M,385,1226,1,Yuxijiangbinggua
2355-P,82,1265.972499711439,WPTGV,New York,California,Mexico,Regional Pumpkin Festival,1660 S,1145 G,396,1366,-12,Yuxijiangbinggua
2945-P,44,1258.5249876314774,FTCNR,Los Angeles,New York,Australia,Regional Pumpkin Festival,1325 K,1669 N,375,1166,9,Naples Long
2451-P,81,1267.9774537570775,BLDYD,Houston,New York,China,Regional Pumpkin Festival,1476 D,1188 V,376,1140,7,Long Pie
2441-P,10,1257.3469501715153,MWJPA,Chicago,California,USA,Local Pumpkin Festival,1091 P,1217 T,-1,-5,1,Long Pie
2778-P,36,1266.647142112255,RYEMG,Chicago,New York,UK,National Pumpkin Festival,1401 P,1975 E,366,1100,14,Sugar Pie
2666-P,23,1266.6783173196018,ESRXF,Nottingham,Texas,Australia,Regional Pumpkin Festival,1805 K,1369 F,374,1155,12,Naples Long
2936-P,45,1260.6970016993582,ZJLTH,Los Angeles,Texas,Canada,Local Pumpkin Festival,1124 W,1676 Q,372,1141,8,Long Pie
2246-P,52,1245.3849327843636,PYYYB,Paris,Florida,Canada,National Pumpkin Festival,1263 W,1880 D,392,1269,-2,Naples Long
2932-P,91,1253.283882302232,SZXGU,Los Angeles,Florida,Canada,National Pumpkin Festival,1190 X,1249 M,375,1135,8,Sugar Pie
2495-P,80,1255.1021121898666,HUBZK,Nottingham,New York,France,Regional Pumpkin Festival,1189 P,1562 Z,394,1323,0,Sugar Pie
2913-P,26,1243.5022318894044,GLSAZ,Paris,Florida,UK,National Pumpkin Festival,1177 R,1786 A,377,1195,0,Yuxijiangbinggua
2223-P,32,1243.219438505359,GWPKR,Houston,Texas,France,National Pumpkin Festival,1677 M,1074 A,383,1224,4,Naples Long
2510-P,10,1251.2261526817456,QXYOA,Houston,California,UK,Regional Pumpkin Festival,1429 I,1595 H,371,1144,9,Sugar Pie
2408-P,59,1253.8881759680808,ROATP,Paris,California,China,Regional Pumpkin Festival,1233 S,1230 M,378,1207,3,Long Pie
2854-P,89,1241.2394634341822,GXFPZ,Houston,New York,USA,Local Pumpkin Festival,1734 U,1552 I,396,1327,-9,Sugar Pie
2605-P,18,1249.4417400704697,YBIZW,Houston,New York,Australia,Regional Pumpkin Festival,1099 V,1664 Q,368,1092,13,Naples Long
2376-P,93,1242.050083170645,XMGIN,Paris,New York,UK,Local Pumpkin Festival,1905 I,1920 D,384,1237,4,Sugar Pie
2231-P,8,1238.7104408685118,LDTFO,Nottingham,Texas,UK,Regional Pumpkin Festival,1598 X,1103 Y,384,1197,-2,Yuxijiangbinggua
2981-P,45,1235.7932653855532,AXJZT,Paris,Texas,Australia,Regional Pumpkin Festival,1124 Z,1652 Q,381,1225,-4,Yuxijiangbinggua
2680-P,28,1237.07336003799,RXZLC,Nottingham,California,China,Local Pumpkin Festival,1939 P,1482 T,394,1338,-9,Long Pie
2756-P,46,1226.6621981421486,WTLYG,Nottingham,Texas,USA,Regional Pumpkin Festival,1438 F,1270 Y,404,1400,-16,Long Pie
2745-P,43,1238.568102056533,LADZC,New York,Florida,Mexico,National Pumpkin Festival,1188 F,1374 U,387,1273,2,Long Pie
2570-P,35,1229.0481078857556,JUOJM,Chicago,New York,Canada,Regional Pumpkin Festival,1120 Q,1947 W,397,1346,-7,Sugar Pie
2881-P,80,1235.3700738148764,OPXSV,Houston,Florida,France,Local Pumpkin Festival,1550 Y,1583 S,399,1370,-14,Naples Long
2450-P,100,1223.4093270860612,XNXLG,Los Angeles,Texas,France,Regional Pumpkin Festival,1891 Q,1965 V,375,1139,13,Naples Long
2803-P,63,1232.9641801081598,BJVJC,New York,Texas,France,National Pumpkin Festival,1951 R,1613 Q,372,1151,6,Yuxijiangbinggua
2066-P,58,1229.6311553101987,IPXNN,Los Angeles,Florida,Australia,National Pumpkin Festival,1396 O,1543 N,376,1186,7,Yuxijiangbinggua
2560-P,41,1220.044047881663,UYXUL,Houston,Florida,USA,Local Pumpkin Festival,1394 M,1208 F,372,1129,4,Naples Long
2025-P,13,1222.1366799836978,WTYCI,Houston,Florida,Canada,National Pumpkin Festival,1797 E,1077 K,385,1210,0,Naples Long
2184-P,76,1230.5878018725664,MOUQI,Chicago,Florida,Australia,National Pumpkin Festival,1801 H,1624 S,383,1178,5,Long Pie
2060-P,61,1216.1980147307738,IDMOR,New York,Texas,China,National Pumpkin Festival,1181 Z,1781 U,395,1308,-9,Long Pie
2092-P,21,1227.1691182479262,LHKNU,Los Angeles,California,USA,National Pumpkin Festival,1259 P,1703 M,365,1104,13,Yuxijiangbinggua
2617-P,12,1224.904712758027,SXSTT,Chicago,Florida,UK,Regional Pumpkin Festival,1010 D,1138 Z,378,1144,2,Yuxijiangbinggua
2138-P,50,1223.8683545580134,TDGXB,Paris,California,France,National Pumpkin Festival,1751 K,1777 L,366,1109,11,Yuxijiangbinggua
2539-P,62,1206.4310413284227,NDESD,Chicago,New York,UK,National Pumpkin Festival,1378 H,1399 X,392,1326,-11,Naples Long
2978-P,27,1208.461987468414,ZTQLE,New York,New York,USA,Local Pumpkin Festival,1186 S,1313 W,378,1178,-2,Naples Long
2936-P,17,1221.1681581195444,ATWQR,Houston,California,Mexico,Regional Pumpkin Festival,1168 M,1937 O,390,1267,-6,Sugar Pie
2517-P,96,1221.59226669278,NDSZJ,Houston,Florida,Australia,Regional Pumpkin Festival,1660 G,1226 S,386,1224,1,Naples Long
2713-P,11,1219.7046923739836,SFVUD,New York,New York,USA,Local Pumpkin Festival,1153 J,1263 S,372,1088,6,Naples Long
2081-P,4,1212.0179670546204,CWZBI,Paris,Texas,France,Local Pumpkin Festival,1090 K,1313 J,368,1098,11,Naples Long
